,Unnamed: 0,index,user_id,created_at,text,state,county,category
5795,133998,367,131053014,9/2/2017,no lines. nothing crazy. thank the lawd people have calmed down. #gasshortage #hurricaneharvey?? https://t.co/dueuhhx2x6,Texas,Harris County,power
5810,134483,125,{'$numberLong': '2853826637'},9/2/2017,leading off: astros home for 1st time since hurricane harvey https://t.co/ldexgwcr5h,Texas,Harris County,home
5811,134525,189,{'$numberLong': '2870854426'},9/2/2017,leading off: astros home for 1st time since hurricane harvey https://t.co/cpbydydy3r,Texas,Harris County,home
5877,138364,107,21837366,9/2/2017,my moms island house survived #hurricaneharvey. only random debris in the yard and a branch fell?? https://t.co/wqrosjzdks,Texas,Galveston County,home
5885,138781,658,82164204,9/2/2017,"hey guys, for everyone who's been affected by #harvey. in the_fellowship_cinco there's a mobile?? https://t.co/rtlmzkvnou",Texas,Fort Bend County,power
5898,139447,649,406003599,9/2/2017,@gigsevents17 is raising funds to help the children and teachers of hurricane harvey for school?? https://t.co/lkvahrasgh,Texas,Harris County,home
5900,139524,754,19949611,9/2/2017,"is the gas station line long enough?

#gasshortage #hurricaneharvey #pricegouging?? https://t.co/dp6rhyncw9",Texas,Bexar County,power
5930,140972,108,83466835,9/2/2017,come out and support! vengan a apoyarnos! #harveyrelief #houstonstrong #school ##supplydrive?? https://t.co/9u6gmryanj,Texas,Harris County,home
5946,141800,317,100391553,9/2/2017,hope tonight is the night #airport #day #stocked #houston #harvey #saved #back #home?? https://t.co/ypn4tbptgv,Texas,Harris County,home
5947,141829,363,238425915,9/2/2017,house park field's harvey prep. many volunteers came out to help be ready for the storm?? https://t.co/n1pwobwgp2,Texas,Travis County,home
5959,142322,97,14585646,9/2/2017,the cars are lined up on 51st with a cop directing traffic ????????? #welcomekits #texasstrong #hurricaneharvey #hopefamilythriftstore,Texas,Travis County,transportation
5971,142944,26,58624342,9/2/2017,president trump visited a houston shelter and served lunch to harvey evacuees https://t.co/aenepje9rd,Texas,Dallas County,home
5981,144201,51,21500336,9/2/2017,#benefitforharveyvitims @ banger's sausage house &amp; beer garden https://t.co/cttejrp9yc,Texas,Travis County,home
6002,144993,212,173524715,9/2/2017,"helping out my cousin clear out her home ???? #thanksharvey @ port arthur, texas https://t.co/j6dvsxlxrs",Texas,Jefferson County,home
6012,145314,631,38714110,9/2/2017,part 1 of demo work on a flood damaged house from #hurricane #harvey.  #flood #flooded #houston?? https://t.co/fxdlux1mkr,Texas,Montgomery County,home
6015,145339,663,38714110,9/2/2017,part 2 of demo work on a flood damaged house from #hurricane #harvey.  #flood #flooded #houston?? https://t.co/nxz2hnrguo,Texas,Montgomery County,home
6016,145354,684,38714110,9/2/2017,part 3 of demo work on a flood damaged house from #hurricane #harvey.  #flood #flooded #houston?? https://t.co/cqbsdmnqpo,Texas,Montgomery County,home
6017,145372,704,38714110,9/2/2017,part 4 of demo work on a flood damaged house from #hurricane #harvey.  #flood #flooded #houston?? https://t.co/qnzbwuvup2,Texas,Montgomery County,home
6024,145618,178,18084000,9/2/2017,another day another house! #blessing #helpothers #hurricaneharvey #howcanyounothelp?? https://t.co/qmfji585dr,Texas,Harris County,home
6029,145963,643,33142966,9/2/2017,upbeat trump pitches in at shelter for harvey??victims https://t.co/pszdvnwqkb,Texas,Harris County,home
6033,146097,860,36440517,9/2/2017,"this small, home-owned place has earned my business after #hurricaneharvey. they've been clutch?? https://t.co/nnlkam227k",Texas,Harris County,home
6042,146404,369,458977622,9/2/2017,"so sad. gutted a whole house today with 5 people. #demo #hurricaneharvey #work @ bay colony,?? https://t.co/6wpgoibrq8",Texas,Galveston County,home
6053,147189,554,82347640,9/2/2017,we took our harvey refugee to willie's for a last family meal before we take her to school?? https://t.co/lqwpcrnrhy,Texas,Bexar County,home
6055,147225,597,20403144,9/2/2017,harvey relief kits being assembled in mass at my house right now. we?? https://t.co/q7i2airvkw,Texas,Travis County,home
6086,148601,672,17085531,9/3/2017,a montage of three images from last week's hurricane/tropical storm harvey. one is an internet?? https://t.co/axraogten1,Texas,Galveston County,power
6103,149135,535,58624342,9/3/2017,man who evacuated for harvey returns to find alligator had moved into his home https://t.co/kbwgw3f1nk,Texas,Dallas County,home
6105,149191,611,23343725,9/3/2017,"#harvey is long gone, but #houston still has a long road ahead. ????#houstonstrong #texasstrong?? https://t.co/ng6bjkgjay",Texas,Harris County,transportation
6108,149275,720,228786279,9/3/2017,"water level behind our house.
????????????? ???????? ???? ??????????.
#harvey #hurricaneharvey #houstonflood?? https://t.co/aifinmgddq",Texas,Fort Bend County,home
6112,149593,268,{'$numberLong': '2870854426'},9/3/2017,"springer, astros beat mets, matt harvey 12-8 in return home https://t.co/nptifrtmn6",Texas,Harris County,home
6150,151870,740,{'$numberLong': '2256178218'},9/3/2017,matt and i needed to get out of the house after hurricane harvey so we decided to go to one of?? https://t.co/jjla9qefvy,Texas,Harris County,home
6158,152558,778,154714319,9/3/2017,victims of #harvey at a shelter in houston. #life #photooftheday #iphonography #rural #urban?? https://t.co/vdufcttime,Texas,Harris County,home
6168,153675,599,18797480,9/3/2017,"if you had to evacuate your home what would be the one item you took with you?

#hurricaneharvey?? https://t.co/ivjl50uz0q",Texas,Fort Bend County,home
6172,154222,434,44980205,9/3/2017,today at the law school starting at noon! #tmsl #houstonstrong #hurricaneharvey @ thurgood?? https://t.co/t6mn1nmh3x,Texas,Harris County,home
6175,154300,542,{'$numberLong': '2853826637'},9/3/2017,signs of recovery as sun rises on shelter downtown after harvey https://t.co/umzc1pgdoo,Texas,Harris County,home
6193,155597,517,27527698,9/3/2017,"bravo to uber for providing free rides to hurricane harvey evacuees.  #uber @ dallas, texas https://t.co/opxpklkskg",Texas,Dallas County,transportation
6199,155942,91,15673984,9/3/2017,trying to go home. #survivingharvey #harvey #houston @awduke4 #dukesinhouston @ las colinas https://t.co/tt1tkqvysc,Texas,Dallas County,home
6210,156444,755,{'$numberLong': '902682468742045696'},9/3/2017,there are many ways to help victims of #hurricaneharvey. lease your house to #harveyvictims?? https://t.co/qobpkyvh7g,Texas,Harris County,home
6212,156628,127,234997388,9/3/2017,in this line for the free food ???????????? #harvey #survivalmode #pray4tx?????? @ beaumont seventh-day?? https://t.co/k3kuxvanto,Texas,Jefferson County,power
6249,159544,446,756140970,9/3/2017,everywhere you go in the houston metro area you see this. #fuharvey #hurricaneharvey?? https://t.co/14t0qwychd,Texas,Harris County,transportation
6268,160809,335,286067085,9/3/2017,#texasforever #hellorhighwater #godblesstexas #harvey #bcountylife #nationaldayofprayer @ house?? https://t.co/ynyil07ish,Texas,Brazoria County,home
6269,160816,346,260126165,9/3/2017,terry finally gets to come home after being trapped up in new england by harvey. (@ terminal c - @united) https://t.co/h9zqcko3mo,Texas,Harris County,home
6300,162577,81,121335193,9/3/2017,hurricane harvey relief donations at northplace church 2800 pleasant valley road sachse texas.?? https://t.co/loxjl1gghf,Texas,Dallas County,transportation
6316,163395,302,38748868,9/3/2017,gutted out my homegirl's aunt's sister's friend's house yesterday. harvey's damaged is only?? https://t.co/eqerfawrr8,Texas,Harris County,home
6323,163787,841,1879942344,9/3/2017,"house might not have made it but at least my best friends did???????? #harvey @ lumberton, texas https://t.co/uppflmnc2h",Texas,Hardin County,home
6350,166532,55,21604715,9/4/2017,"lord thank you, i swear i missed being here, there's no place like home #harvey @ westside,?? https://t.co/kehj155qo7",Texas,Harris County,home
6355,166634,177,45637377,9/4/2017,"harvey relief workers needed

monday, sept 4 - teams will meet in the gym at 8:30am

high school?? https://t.co/vgewxwv4ob",Texas,Harris County,home
6361,167011,678,19935067,9/4/2017,170831 building emergency kits... #hurricaneharvey #texas #austin #harvey #centraltexasfoodbank?? https://t.co/ezkzx0fzcd,Texas,Travis County,home
6366,167153,852,58624342,9/4/2017,houston dash play home game in frisco to benefit harvey relief. -- https://t.co/za7ohjdwai,Texas,Dallas County,home
6433,192260,706,39552140,8/24/2017,"crazy lines people taking harvey seriously (@ costco gasoline in sugar land, tx) https://t.co/jlnooyi3i8 https://t.co/tfana38sdo",Texas,Fort Bend County,power
6460,194573,350,24037186,8/24/2017,storm cloud over the bay area #webster #texas #gulf #coast #strorm #cloud #harvey2017 @ metro?? https://t.co/kzehpkzdco,Texas,Harris County,transportation
6499,199139,477,14985296,8/24/2017,gassing up the car. going to be a crazy weekend here! #harvey #backtoschool #lovetodrive #lovemylife (@ stripes) https://t.co/jevobcoy5z,Texas,Hays County,transportation
6504,199435,1,156804020,8/24/2017,"looks like ""harvey"" organized itself and threatens texas! i can already see home depot, walmart?? https://t.co/h6kgmhvdtt",Texas,Harris County,home
6535,200933,210,36746526,8/24/2017,"locker loaded. provided #harvey holds off, this kid starts middle school monday. #rmslonghorns?? https://t.co/rgdfrjg9zz",Texas,Harris County,home
6541,201181,543,75627938,8/24/2017,long lines at the studewood valero as the #heights prepares for #hurricaneharvey2017 ???? https://t.co/o4kos5teuv,Texas,Harris County,power
6552,201946,697,28115611,8/24/2017,"the power is out at heeling sole! 
the first wave of  hurricane harvey is here!!!!! let's hope?? https://t.co/htpdrnn8pl",Texas,Bexar County,power
6553,201955,707,245631811,8/24/2017,back to school hisd cuts!!! #hurricaneharvey ain't stoppin nothing!! #femalebarbers #fresh?? https://t.co/d8wcqmiehc,Texas,Harris County,home
6555,201976,739,151335056,8/24/2017,hurricane #harvey preparations! think lines are def better in #huntsville vs houston (&lt;5min wait) https://t.co/zotnup5of9,Texas,Walker County,power
6577,202770,29,{'$numberLong': '853309333353975813'},8/24/2017,this is the most packed it's been since i worked here in high school! #harvey #hurricaneseason #texas... https://t.co/q5lfzaqrty,Texas,Harris County,home
6578,202935,241,30387476,8/24/2017,yep that's the checkout line!  #harveyproblems @ sutherlands corpus christi https://t.co/vx7du0c27c,Texas,Nueces County,power
6584,203098,447,30387476,8/24/2017,"people in line for sandbags #hurricaneharvey #hurricaneissues @ corpus christi, texas https://t.co/0uvglffdly",Texas,Nueces County,power
6595,203561,191,426302853,8/24/2017,the calm before the storm + a little bird. stay safe during #hurricaneharvey. ??? @ mccombs school?? https://t.co/wvewtjh02x,Texas,Travis County,home
6600,203797,499,23555063,8/24/2017,"sh!t is getting serious here! huge lines to pay &amp; the shelves are bare! #hurricaneharvey (at @kroger in houston, tx) https://t.co/sjwspepcjz",Texas,Harris County,power
6631,205493,133,{'$numberLong': '2850410380'},8/24/2017,hurricane harvey: school closures and delays list https://t.co/qw0wwisq8n,Texas,Brazoria County,home
6632,205525,170,{'$numberLong': '2850326631'},8/24/2017,hurricane harvey: school closures and delays list https://t.co/fjiahhb5eh,Texas,Harris County,home
6633,205573,232,{'$numberLong': '2862982661'},8/24/2017,hurricane harvey: school closures and delays list https://t.co/thupuwd6ae,Texas,Fort Bend County,home
6634,205579,239,{'$numberLong': '2863330414'},8/24/2017,hurricane harvey: school closures and delays list https://t.co/le87klpc0h,Texas,Galveston County,home
6637,205597,263,{'$numberLong': '2866002617'},8/24/2017,hurricane harvey: school closures and delays list https://t.co/z8gixywogd,Texas,Galveston County,home
6642,205644,318,{'$numberLong': '2875391164'},8/24/2017,hurricane harvey: school closures and delays list https://t.co/pubo39skqz,Texas,Fort Bend County,home
6644,205650,324,{'$numberLong': '2872534385'},8/24/2017,hurricane harvey: school closures and delays list https://t.co/sv8fkwiqi4,Texas,Brazoria County,home
6645,205656,332,{'$numberLong': '2863354613'},8/24/2017,hurricane harvey: school closures and delays list https://t.co/mdljrlusqh,Texas,Galveston County,home
6663,205925,660,29392025,8/25/2017,we're all getting out of the house while we can. #ichigram #hurricaneharvey @ dan electros https://t.co/jp72aspzoc,Texas,Harris County,home
6667,205976,729,{'$numberLong': '2875348629'},8/25/2017,hurricane harvey: school closures and delays list https://t.co/v0catgyton,Texas,Fort Bend County,home
6676,206137,51,58624342,8/25/2017,"new: line of cars near kennedy, tx heading north on hwy 181 away from the gulf coast. hurricaneharvey https://t.co/a24cfdjaz0",Texas,Dallas County,power
6747,207679,271,16341124,8/25/2017,weather school time #harvey @ kamc studios. https://t.co/8i6vwzo0ai,Texas,Lubbock County,home
6775,208596,615,24162018,8/25/2017,"home sweet home. just in time for #hurricaneharvey (@ george bush intercontinental airport in houston, tx) https://t.co/xlkwvg1ws0",Texas,Harris County,home
6785,208704,747,47638821,8/25/2017,whiten calculus @ mhs. have a great but safe friday #harvey #calculus @ montgomeryhigh school https://t.co/86h07d7efx,Texas,Montgomery County,home
6805,208998,289,24626394,8/25/2017,back home with fluffy coffee to get ready for hurricane harvey's?? https://t.co/ind6saygis,Texas,Harris County,home
6813,209181,519,163633239,8/25/2017,these lines are no joke at the grocery store #hurricaneharvey @ h-e-b grocery https://t.co/cxmb2dqfbl,Texas,Bexar County,power
6841,210004,775,30317624,8/25/2017,down by the curb from my house! #hurricaneharvey @ high island beach https://t.co/sblpu7d7on,Texas,Galveston County,home
6848,210130,67,569646041,8/25/2017,i hope my home still looks like my home after mother nature hits #hurricaneharvey #corpuschristi?? https://t.co/5lv61wo5tw,Texas,Nueces County,home
6883,210905,272,{'$numberLong': '744192848606597120'},8/25/2017,if your getting on the road to get out of harvey's way. don't forget to juice up on #gogojuice!?? https://t.co/8cicwcycq3,Texas,Hays County,transportation
6927,212733,56,275640983,8/25/2017,"long gas lines, empty shelves at the grocery store, harvey getting you down. come chill at?? https://t.co/elq3f8evbb",Texas,Harris County,power
6931,212905,272,385525679,8/25/2017,"buying overnight supplies for our emergency teams #hurricaneharvey (at @lowes home improvement in san antonio, tx) https://t.co/arndjrzwmh",Texas,Bexar County,home
6933,212946,324,297429853,8/25/2017,"when your boss said: ""you can take off for the next 5 days due to harvey!"" 
then you stay home?? https://t.co/pzjoogqflh",Texas,Harris County,home
6951,213409,45,{'$numberLong': '849293605298741249'},8/25/2017,be safe and seek shelter from #harvey. @khouweather has steady updates. via @viaripl @ the pink?? https://t.co/bbmzkcp0cz,Texas,Harris County,home
6972,213895,679,{'$numberLong': '2426608350'},8/25/2017,with hurricane harvey on the way the thought of being secluded at home for days with nothing to?? https://t.co/uutbcgaj0j,Texas,Harris County,home
6991,214266,269,31601448,8/25/2017,"harvey house :) 
#historicalmarker #texas @ santa fe railroad depot?? https://t.co/qgteqgvbre",Texas,Brown County,home
6999,214477,520,31601448,8/25/2017,"enjoyed visiting the santa fe railroad depot &amp; harvey house.
kept?? https://t.co/iq8qmisx4j",Texas,Brown County,home
7010,214631,708,58624342,8/25/2017,houston texans home game in arlington? harvey makes it possible https://t.co/vegzkbbwsk,Texas,Dallas County,home
7012,214646,723,433420336,8/25/2017,crazy line waiting at my local grocery store.  #heb #hurricaneharvey @ h-e-b grocery https://t.co/b4eipsoisn,Texas,Bexar County,power
7074,215027,294,43015886,8/25/2017,"harvey dampened my plans... 
2 b continued.
#art
#artteacherproblems @ kashmere high school https://t.co/u8d9rbbob1",Texas,Harris County,home
7101,215477,895,390947037,8/25/2017,hurricane harvey rain day at the watson house. time to pile up on the couches in the living?? https://t.co/l5x5arzxd9,Texas,Brazoria County,home
7104,215511,34,352796368,8/25/2017,"my heart is with you corpus...
#hurricaneharvey #home #corpuschristi?? https://t.co/iv5yr35x7c",Texas,Nueces County,home
7118,215677,250,96871830,8/25/2017,"greetings all! #harvey is coming, so get somewhere safe! if you are still on the road, be?? https://t.co/t6vnomgfpd",Texas,Harris County,transportation
7124,215790,395,745914474,8/25/2017,ahhhh! it's the last @sastars home game of 2017! #hurricaneharvey has moved tip to 6pm. looking?? https://t.co/ftoq3v1kvn,Texas,Bexar County,home
7140,216248,107,19638415,8/25/2017,#hurricaneharvey traffic headed out of houston. @ hungry  farmer bbq https://t.co/z0b7puaz7g,Texas,Harris County,transportation
7147,216486,421,{'$numberLong': '892435905868419072'},8/25/2017,"our tech is still in house taking in repairs, before harvey makes landfall. if you need a quick?? https://t.co/o7pcikcecb",Texas,Hidalgo County,home
7159,216649,628,172943852,8/25/2017,"cam in #galveston shows #hurricaneharvey approaching

#ruptly #stormwaves #stormsurge #traffic?? https://t.co/lcyteiy6et",Texas,Galveston County,transportation
7163,216702,692,{'$numberLong': '2452134079'},8/25/2017,fill your tank they said. prep for #hurricaneharvey they said. well i moved our 2nd car a block?? https://t.co/9mhbghqcr4,Texas,Harris County,transportation
7194,217320,581,1146906356,8/25/2017,"#hurricaneharvey headed towards south #texas , where my second home and friends are. mi?? https://t.co/abm4at5spb",Texas,Harris County,home
7272,218524,370,263006334,8/25/2017,trying to eat healthy @ ??????????????? before ???? head home and prepare for this harvey hurricane?? https://t.co/k5ps5qvyp8,Texas,Harris County,home
7333,219536,848,488761056,8/25/2017,"waiting for harvey. (at @saltgrasssteak house in houston, tx) https://t.co/szencfobgd",Texas,Harris County,home
7435,222948,4424,{'$numberLong': '3974060112'},9/4/2017,"haven't updated for a bit, with all the crazy harvey business. our old home, now the kids home,â¦ https://t.co/ndasfzlgft",Texas,Hardin County,home
7459,225432,7706,14403642,9/4/2017,"found while demoing a house this weekend after harvey. @ league city, texas https://t.co/jtzluafucb",Texas,Galveston County,home
7472,226516,283,75676002,9/4/2017,the line is still here ... thank you houston for the support #fuckharvey @ world famous texasâ¦ https://t.co/ausaiuvf0j,Texas,Harris County,power
7474,226611,415,378640842,9/4/2017,"saved the best part of my car! #hurricaneharvey #bike #subaru #flood #optimism @ houston, texas https://t.co/yhgvpwm68j",Texas,Harris County,transportation
7483,227766,1958,58624342,9/4/2017,fw shelter prepares to take in harvey animals https://t.co/valoplydim,Texas,Dallas County,home
7493,228294,2668,18865727,9/4/2017,"our temporary home during the #harvey flooding had three great humans, two cats (three if youâ¦ https://t.co/kjlaixtyp8",Texas,Fort Bend County,home
7499,228572,3018,256584674,9/5/2017,"tomorrow: hurricane harvey relief show, presented by harvest house (denton, tx) &amp; hand drawnâ¦ https://t.co/ewqfr5jrys",Texas,Denton County,home
7520,229542,4279,{'$numberLong': '2695821047'},9/5/2017,we only went to school for 4 days (#thxharvey) so before we finally get back to the grindâ¦ https://t.co/nuzk8uluic,Texas,Galveston County,home
7537,229967,4834,{'$numberLong': '882465881439260672'},9/5/2017,"after day 2 of our post-harvey house cleanup, i ate out at an asian buffet in nearby nederlandâ¦ https://t.co/zhllhwdafc",Texas,Jefferson County,home
7552,230417,5441,312528002,9/5/2017,this is water line at mailbox when flood hit them. but now hopefully no more hurricane harveyâ¦ https://t.co/jgk7owceer,Texas,Harris County,power
7553,230461,5498,58624342,9/5/2017,grand prairie family opens up home to harvey... https://t.co/iqny5kkdw7,Texas,Dallas County,home
7585,232653,8388,58624342,9/5/2017,"harveycat wins internet, swims to safety in aftermath of hurricane https://t.co/g9bcwr90cn",Texas,Dallas County,power
7599,234525,471,78685709,9/9/2017,"as i've gone house to house witnessing the destruction of #harvey, i've had to hold back tearsâ¦ https://t.co/zdxjpklysq",Texas,Jefferson County,home
7608,235358,688,813496808,9/9/2017,harvey update: making progress! house gutted âï¸cars towed &amp; totaled &amp; replaced âï¸moved intoâ¦ https://t.co/mv19apxvdb,Texas,Harris County,home
7620,236340,204,270065227,9/9/2017,"mac harvey relief (@ macarthur high school in houston, tx) https://t.co/cl3bnb2cih",Texas,Harris County,home
7649,240044,765,15850395,9/9/2017,trucks line up on the flight to support the relief of hurricane harvey in houston.â¦ https://t.co/sc6jlauj7t,Texas,Bexar County,power
7653,240769,876,{'$numberLong': '4531537184'},9/9/2017,me running to my car. 1st day off in 12 days!! #purplepromise #hurricaneharvey #houstonâ¦ https://t.co/gmw2wu5y1q,Texas,Harris County,transportation
7659,241655,331,18084000,9/9/2017,another home cleaned up after #hurricaneharvey please keep james and joshua in your prayers.â¦ https://t.co/ozet5ym9fw,Texas,Harris County,home
7663,242093,48,{'$numberLong': '2849942284'},9/9/2017,texans lb whitney mercilus helps special needs school rebound after hurricane harvey https://t.co/1g8en0cgjj,Texas,Harris County,home
7664,242433,478,22108797,9/10/2017,crazy line-up for the hurricane harvey relief benefit concert at warehouse live tonight!â¦ https://t.co/slyl2lchgx,Texas,Harris County,power
7689,244249,226,151751529,9/10/2017,showing love for my school and for my home tonightâ¤ï¸ #bthoharvey @ kyle field https://t.co/bpq48bru2m,Texas,Brazos County,home
7709,246647,105,{'$numberLong': '833806211229294593'},9/10/2017,the first installment of our hurricane harvey recovery electronics drive and school supplyâ¦ https://t.co/hojde6qq2f,Texas,Harris County,home
7728,250108,293,378640842,9/10/2017,i wonder why it's taking so long to fix the flashing lights? #harvey #hurricaneharvey  #trafficâ¦ https://t.co/xzvlyibsqy,Texas,Harris County,power
7736,251164,795,{'$numberLong': '825577230759759872'},9/10/2017,hurricane harvey. i can't imagine what it's like to lose my home and everything inside to floodâ¦ https://t.co/u4l6dqxolz,Texas,Harris County,home
7755,252716,240,23669553,9/10/2017,"blessed... lost my car during hurricane harvey, and my hubby blessed me with a 2017 jeepâ¦ https://t.co/s9kvvt5qpo",Texas,Galveston County,transportation
7793,258371,738,45443723,9/11/2017,"today our kids come back to school after the devastation of hurricane harvey, some have lostâ¦ https://t.co/zdqja0uklq",Texas,Harris County,home
7794,258932,645,323968614,9/11/2017,"at long last, it's the first day of school (take 3 due to hurricane harvey). she doesn't feelâ¦ https://t.co/bwvspzdhlk",Texas,Harris County,home
7797,259681,836,19185382,9/11/2017,materials for #temporarychurchroofrepair courtesy of #hurricaneharvey (@ mccoy's building supply - @borntobuild) https://t.co/zyfk6f25tq,Texas,Bee County,home
7801,260806,583,473709363,9/11/2017,"need a new car after #harvey, call darrell d &amp;m leasing for a greatâ¦ https://t.co/wr4spvay5m",Texas,Harris County,transportation
7838,268058,531,71420627,9/12/2017,first day of school for matthew rossy!!!  (finally...compliments of mean ole #hurricaneharvey).â¦ https://t.co/g06ndmh2mg,Texas,Harris County,home
7846,268995,26,{'$numberLong': '2850400817'},9/12/2017,baytown kindergartner starts school with spirit after harvey https://t.co/gcymlc05ad,Texas,Chambers County,home
7850,269082,127,{'$numberLong': '2849942284'},9/12/2017,"harvey horses, some injured, find temporary home in houston https://t.co/frjmnuxpkk",Texas,Harris County,home
7868,271689,274,23404251,9/12/2017,first day of school do over #afterharvey #hesfinallysmilingâ¦ https://t.co/ayorqarpom,Texas,Fort Bend County,home
7881,274562,697,491622964,9/12/2017,"a man and his... power washer! ðð¦ð¦ð #rockport #rockportstrong #harvey @ sailhouse-rockport, texas https://t.co/tv5hymgwf8",Texas,Aransas County,power
7883,274905,242,463302636,9/12/2017,on bus 49 on our way to the austin food bank with michaeltoughrealtygroup #hurricaneharvey #kwrcâ¦ https://t.co/9oygez4zcy,Texas,Travis County,transportation
7912,279486,202,23931674,9/12/2017,necessary after a successful first day of school. finally. two weeks late. #hurricaneharvey @â¦ https://t.co/etnviyhkwm,Texas,Harris County,home
7931,280634,741,230949499,9/13/2017,doing some #harvey house cleaning and i found this... a #pencilart image of the #downtownâ¦ https://t.co/bxjcglccdi,Texas,Harris County,home
7978,287692,243,1322875490,9/13/2017,arlington shelter seeking homes for cats displaced by hurricane harvey https://t.co/zppaiab2vm,Texas,Tarrant County,home
8060,300064,1910,38659494,9/5/2017,"well, car has been dropped off to fix damages harvey caused. hopeâ¦ https://t.co/ohjoytrts2",Texas,Brazoria County,transportation
8078,301185,3405,{'$numberLong': '709196791657275392'},9/5/2017,"hurricane harvey new home loans available.

if you live in the hurricane declared disaster areaâ¦ https://t.co/4eri4bdpsc",Texas,Harris County,home
8121,303775,6800,195305485,9/5/2017,i grew up in this house. we enjoyed many memories here. #harvey can wash away the materialâ¦ https://t.co/k2l0xufhdu,Texas,Harris County,home
8126,304257,7439,{'$numberLong': '2850400817'},9/5/2017,"exxon mobil on the road back after harvey, ceo says https://t.co/vra2yl5icl",Texas,Chambers County,transportation
8183,305033,8433,{'$numberLong': '2956609909'},9/5/2017,"spotted hanging on the wall of an awesome, makeshift hurricane shelter for survivors of harveyâ¦ https://t.co/uwmssnowut",Texas,Wharton County,home
8188,305383,80,32751984,9/14/2017,wisdom in the post office line this morning. #hurricaneharvey #jenscoastalbend @ coldwell bankerâ¦ https://t.co/ius3haxpt1,Texas,San Patricio County,power
8220,311340,148,126933196,9/14/2017,"harvey touched... a flooded out car in houston... pretty gross right? @ houston, texas https://t.co/rsvtw50by1",Texas,Harris County,transportation
8221,311359,168,151335056,9/14/2017,new location dangerously close to my house. gotta return when i'm not shopping for #hurricaneharvey donations https://t.co/vfcwirbjuz,Texas,Fort Bend County,home
8225,312487,10,727794258,9/14/2017,harvey didn't keep my buyer from buying the house of her dreams! a special thanks to jasonâ¦ https://t.co/01tcyegamv,Texas,Jefferson County,home
8255,315977,294,{'$numberLong': '2872520561'},9/15/2017,car flooded from harvey? bid for a vehicle in pasadena https://t.co/jjsjwvh073,Texas,Harris County,transportation
8304,328000,804,{'$numberLong': '889185696367464448'},9/16/2017,"former house &amp; neighborhood in league city, tx. #hurricaneharvey #floodinginleaguecity @ leagueâ¦ https://t.co/twvv32etby",Texas,Galveston County,home
8326,335272,153,{'$numberLong': '862449712292655105'},9/16/2017,that burger bus is at titan direct for hurricane harvey benefit.  come see us at 1950 sw loopâ¦ https://t.co/kit0wrs1d1,Texas,Bexar County,transportation
8332,336509,49,{'$numberLong': '3250736580'},9/16/2017,"despite a rough and rocky start of the school year due to #hurricaneharvey, my teachers andâ¦ https://t.co/l4g235mwou",Texas,Harris County,home
8334,337253,152,{'$numberLong': '2781103159'},9/16/2017,"#harveymmh saturday morning house calls. @ beaumont, texas https://t.co/6wxyqa6d6w",Texas,Jefferson County,home
8358,341003,798,{'$numberLong': '3246663378'},9/16/2017,"finally!  after a busy week back to school #postharvey2017, despiteâ¦ https://t.co/1dsmw5m7qw",Texas,Fort Bend County,home
8385,350729,75,17742856,9/17/2017,on the front lines #hurricane #harvey #houston #houstonstrong @ american red cross houston texas https://t.co/y9nep7ddhb,Texas,Harris County,power
8386,350823,210,17742856,9/17/2017,on the front lines #hurricane #harvey #houston #houstonstrong @ american red cross houston texas https://t.co/3c2kz0tcxg,Texas,Harris County,power
8398,356304,552,{'$numberLong': '738794378995499008'},9/18/2017,the hurricane harvey fund raiser race was ashlyn's first race away from our home track. it wasâ¦ https://t.co/u6vkyksm7a,Texas,Hunt County,home
8404,357611,604,{'$numberLong': '2866011003'},9/18/2017,long road to recovery for dickinson after hurricane harvey https://t.co/hfj9dxo6vb,Texas,Galveston County,transportation
8424,366221,838,64217534,9/18/2017,are harvey evacuees ready to head home? https://t.co/52mqbtcabs,Texas,Tarrant County,home
8431,367354,609,{'$numberLong': '2853826637'},9/18/2017,grb shelter closes after harvey evacuees moved to other facilities https://t.co/xrjqcglg5t,Texas,Harris County,home
8440,368044,608,39348988,9/19/2017,my house right before the hurricane harvey don't look the sameâ¦ https://t.co/oghw68hwt8,Texas,Refugio County,home
8445,368256,13,39348988,9/19/2017,my house right before hurricane harvey don't look the same ....thisâ¦ https://t.co/oghw68hwt8,Texas,Refugio County,home
8457,370070,741,{'$numberLong': '2865999088'},9/19/2017,kingwood high's road to recovery spreads students to other campuses after harvey https://t.co/zhxpq8u0di,Texas,Harris County,transportation
8465,370872,950,378673356,9/5/2017,"west sam houston tollway: post-harvey, pre-traffic. that's ~16' of water! ð§tune intoâ¦ https://t.co/uks4tebfow",Texas,Harris County,transportation
8472,371411,1646,{'$numberLong': '2850400817'},9/5/2017,baytown raceway becomes temporary home to thousands of cars damaged by hurricane harvey https://t.co/jmwkz5o1uw,Texas,Chambers County,home
8485,371787,2105,126039312,9/6/2017,another house next to the ocean. #hurricaneharvey2017 #fema #okimt @â¦ https://t.co/q3n5bg7wlu,Texas,Aransas County,home
8489,372043,2418,{'$numberLong': '3013898749'},9/6/2017,"the owners of the black sheep bistro in spring, texas lost their home during #hurricaneharvey .â¦ https://t.co/b7mvcdvfo3",Texas,Harris County,home
